Class Name	Parent Class	YAML Class Name	Description	Flags	Slot Name	YAML Slot Name	Range	Card	Slot Description	URI
					compressibleSpread		Bool	1..1	Specifies how spreads should be applied in a low/negative rate environment.  If true, spread is applied only if rate is positive.	common_domain_model:compressibleSpread
CollateralBalance		CollateralBalance	Represents common attributes to define a collateral balance recorded by the principal as held or posted.							
					collateralBalanceStatus		CollateralStatusEnum	0..1	Defines the collateral balance breakdown of settlement status.	common_domain_model:collateralBalanceStatus
					haircutIndicator		HaircutIndicatorEnum	0..1	Indicates if the collateral balance amount is based on pre or post haircut, if a haircut is associated with the collateral asset	common_domain_model:haircutIndicator
					amountBaseCurrency		Money	1..1	Specifies the collateral balance amount in base currency determined within a collateral legal agreement, or defined for reporting purposes.	common_domain_model:amountBaseCurrency
					payerReceiver	CollateralBalance_payerReceiver	PartyReferencePayerReceiver	1..1	Specifies each of the parties in the collateral balance and its perspective with regards to the direction of the collateral balance, posted or received.	common_domain_model:payerReceiver
CollateralCriteria		CollateralCriteria	The possible different terms that can be combined, using AND, OR and NOT logic, to define the issuers and/or assets that meet a given criteria for collateral.							
CollateralCriteriaBase		CollateralCriteriaBase	Represents a set of criteria used to specify and describe collateral.							
					collateralCriteria		CollateralCriteria	0..1	The specific criteria that applies. It can be created using AND, OR and NOT logic, and both asset and issuer characteristics.	common_domain_model:collateralCriteria
					appliesTo		CounterpartyRoleEnum	0..*	Specifies which of the two counterparties the criteria applies to (either one or both counterparties). This attribute is optional, in case the applicable party is already specified elsewhere within a party election.	common_domain_model:appliesTo
					restrictTo		CollateralMarginTypeEnum	0..1	Restrict the criteria to only apply to a specific type of margin, ie IM or VM.	common_domain_model:restrictTo
					ratingPriorityResolution		RatingPriorityResolutionEnum	0..1	Denotes which Criteria has priority if more than one agency rating applies.	common_domain_model:ratingPriorityResolution
CollateralGuarantorType		CollateralGuarantorType	Specifies the origin of entity guaranteeing the collateral.							
					guarantorType		CollateralEntityTypeEnum	1..1	Specifies the origin of entity guaranteeing the collateral.	common_domain_model:guarantorType
CollateralInterestCalculationParameters		CollateralInterestCalculationParameters	Represents parameters for calculating the amount the floating interest calculation, e.g.  for a single currency or defaults for all currencies.							
					fixedRate	CollateralInterestCalculationParameters_fixedRate	Decimal	1..1	Specifies the applicable fixed rate  if used.	common_domain_model:fixedRate
					floatingRate	CollateralInterestCalculationParameters_floatingRate	CollateralAgreementFloatingRate	0..*	Specifies the floating interest rate to be used.	common_domain_model:floatingRate
					inBaseCurrency		Bool	1..1	If True, specifies that the interest transfers should be converted to base currency equivalent, or if False specifies that the transfer should be in the currency of the collateral.	common_domain_model:inBaseCurrency
					compoundingType		CompoundingTypeEnum	0..1	Specifies the type of compounding to be applied (None, Business, Calendar).	common_domain_model:compoundingType
					compoundingBusinessCenter		str	0..*	Specifies the applicable business centers for compounding.	common_domain_model:compoundingBusinessCenter
					dayCountFraction	CollateralInterestCalculationParameters_dayCountFraction	DayCountFractionEnum	1..1	Specifies the day count fraction to use for that currency.	common_domain_model:dayCountFraction
					rounding	CollateralInterestCalculationParameters_rounding	Rounding	0..1	Specifies the rounding rules for settling in that currency.	common_domain_model:rounding
					roundingFrequency		RoundingFrequencyEnum	0..1	Specifies when/how often is rounding applied?	common_domain_model:roundingFrequency
					withholdingTaxRate		Decimal	0..1	Specifies the withholding tax rate if a withholding tax is applicable.	common_domain_model:withholdingTaxRate
CollateralInterestHandlingParameters		CollateralInterestHandlingParameters	Represents parameters that describe how calculated interest amounts are handled, i.e. are they transferred/distributed, or is the collateral balance adjusted, is netting done, and any other special handling.							
					interestPaymentHandling		CollateralInterestHandlingEnum	1..1	Specifies how the collateral interest is to be handled.	common_domain_model:interestPaymentHandling
					paymentBusinessCenter		str	0..*	Specifies applicable business centers for payments.	common_domain_model:paymentBusinessCenter
					netPostedAndHeldInterest		Bool	1..1	Indicates whether to net Held and Posted Interest Payments (i.e. whether interest payable for a period can be netted with interest receivable).	common_domain_model:netPostedAndHeldInterest
					netInterestWithMarginCalls		Bool	1..1	Indicates whether the interest amount may be offset against any margin call deliver or return amounts?   (aka 'net payments' indicator).	common_domain_model:netInterestWithMarginCalls
					includeAccrualInMarginCalc		Bool	1..1	Indicates whether or not to include the open interest accrual in the margin calculation.	common_domain_model:includeAccrualInMarginCalc
					accrueInterestOnUnsettledInterest		Bool	0..1	Indicates whether interest accruing on unsettled interest amount is included (continues to be accrued) in the following period.	common_domain_model:accrueInterestOnUnsettledInterest
					onFullReturn		Bool	1..1	Indicates the option that accrued interest should be calculated and distributed when a full return of collateral occurs.	common_domain_model:onFullReturn
					onPartialReturn		Bool	1..1	Indicates the option that accrued interest should be calculated and distributed when a partial return collateral occurs.	common_domain_model:onPartialReturn
